user_session,first_event_type,first_hour,first_dayofweek,first_price,brand_missing,category_missing,label
d2289aad-4015-4e1d-afab-90761b64eec3,view,4,1,174.75,0,0,0
1e828964-cc2a-40aa-be53-0847b8d1c67a,view,3,1,437.57,0,1,0
c33aa957-f5b4-4408-8b15-14970f3c9086,view,3,1,541.58,1,1,0
f9496f22-20b8-416e-88c3-8f175cf2dd96,view,3,1,72.59,0,1,0
26dde5f5-ca49-46cd-a1c1-47a2e5af79e4,view,5,1,464.08,0,0,0
fadef692-74b9-421f-8bc3-faebcdb70276,view,4,1,185.07,0,0,0
d3032121-6140-49b3-927f-20f61ed84962,view,5,1,12.84,0,0,0
b2b32936-7fef-45f1-91f3-ebeefe192b1c,view,2,1,64.32,0,0,0
4825fb30-191c-497a-9706-002373a07ffd,view,2,1,7.72,0,1,0
fc388ed6-3510-4695-ba79-59148216d545,view,4,1,25.2,1,0,0
b5693fad-a75e-4791-aec5-16fe649de0e1,view,5,1,9.78,1,1,0
ebd31ec1-cb8e-4dd7-b2c9-3a9fdabe268e,view,5,1,87.51,1,1,0
ab817647-dc63-4fde-82f1-2b04dc459c43,view,4,1,42.26,0,1,0
0db16518-dc61-4f0e-978d-d9c3c2e186b6,view,4,1,130.76,0,0,0
d3c15e7c-6e44-73cd-ea61-5af9be1111a4,view,5,1,2398.0,1,0,0
45c3200c-f04d-4e4d-b84b-510be8070870,view,2,1,69.5,0,1,0
e7ae5540-e2f1-456b-96a6-5606683beb8d,view,5,1,746.29,0,0,0
171c193e-f857-4f7f-a4bf-059958eeafef,view,4,1,1199.77,0,0,0
95efeb82-916b-49b8-8851-428a997502d0,view,4,1,126.64,0,0,0
c22876fd-7247-4b7f-8b3c-b53685daf44d,view,5,1,161.93,0,0,0
5d9f2570-66b4-4a82-8065-578f1dbf24e7,view,4,1,217.51,0,0,0
657b91cf-f6c3-4f3e-bab3-316536639a71,view,3,1,514.76,0,0,0
94c8dd9c-af35-413a-8d85-c48315d17e5a,view,4,1,82.37,1,1,0
47c71a1b-1c58-49aa-822b-a76bbf0945d8,view,4,1,880.11,0,1,0
7a901d34-c6a5-48d8-89b2-d26b54f1aaae,view,5,1,1206.45,0,0,0
dfa4c301-1ee0-4499-8e2c-15804b146507,view,5,1,130.76,0,0,0
7d837ae6-0c6a-4ffd-83fb-d8f6dfeb25c9,view,4,1,975.57,0,0,0
f206509f-0b97-43a2-9f1c-ce416e0b2d40,view,2,1,28.06,0,1,0
cf2574b1-f621-4b4a-a875-1a55f00b3683,view,2,1,70.71,0,1,0
187b35f1-4e2e-4229-8027-a93324a11b3f,view,6,1,153.41,1,1,0
0b42a020-9412-49cb-a961-9392a543f4cf,view,5,1,205.93,0,1,0
526ce8d3-82ef-46d5-9907-21b5e50b6c6d,view,4,1,464.08,0,0,0
efa85eb9-f1f9-4945-802f-955858b5a43e,view,2,1,5.15,0,1,0
891a3d7b-f286-488f-8483-6ed0027c3614,view,4,1,105.24,0,0,0
491a26a2-e92f-48f1-a1b9-5838d29b4a7f,view,5,1,8.73,1,1,0
cf58c122-4c9e-44e1-a1e3-9d0eabbcb036,view,4,1,43.24,0,1,0
91fbed24-5b63-4955-98ae-84025338ad54,view,3,1,464.08,0,0,0
6b2c1350-c6be-4665-9897-663bad7d2c6c,view,6,1,256.88,0,0,0
46c39fd3-f84d-49b4-94d5-cae58a282d4e,view,4,1,409.19,1,1,0
71880911-f7c7-480f-b5f6-902a759e543d,view,5,1,99.1,1,1,0
1b39fb03-59f3-4b04-906b-4f980af685c4,view,5,1,74.36,0,1,0
5d0f5b9b-dcdf-4ccb-ab36-30ef5b71ece5,view,5,1,444.03,0,1,0
1c1af968-d1b6-4d19-ab57-45f9a1ad4453,view,6,1,82.34,1,1,0
ef636bf0-9563-4067-81f1-d638d9df5c30,view,5,1,64.32,0,0,0
1603a2e0-5f52-41c4-b9b5-950cc7e0d6c2,view,2,1,90.59,0,0,0
c6916dc6-d484-44aa-b3c2-fd34081431f6,view,4,1,321.48,0,0,0
129db84c-891d-4951-8a2f-dad402bc6c0b,view,4,1,135.14,0,0,0
ba6896bd-547a-42d2-89b0-294af0df4a6f,view,3,1,102.19,0,1,0
2f4f8d59-18c9-456b-b41c-ad89bec31955,view,5,1,159.59,1,1,0
3f819f00-5461-42f3-8c1f-1ec144e3d734,view,5,1,338.23,0,0,0
36905f20-ff78-4391-8d7b-6429790af229,view,5,1,32.18,0,0,0
bc7cf420-116f-4054-b35d-962d2d09200d,view,3,1,130.76,0,0,0
01b7c297-d30d-446b-8b62-8a0dae77a1f5,view,5,1,102.71,0,0,0
0546c1b1-9de8-424f-b77d-741b243fc406,view,3,1,79.46,1,0,0
14c0751a-82f3-49a8-87da-f6baeb4aca68,view,3,1,182.99,0,0,0
3009238b-c1d4-4070-bed1-621c220f79b1,view,2,1,1413.16,0,0,0
cdf5a43c-7dba-4d64-9056-e9dc4e78e8c6,view,2,1,103.73,0,1,0
e1fdc8d2-9609-49e8-97b5-e633af978d72,view,4,1,257.04,0,0,0
8469845f-6ad6-45d0-9ab2-33aa0de1a733,view,4,1,257.04,0,0,0
79fb4b73-3931-4379-a5a5-4341c6db6649,view,4,1,344.9,0,0,0
e0fa7381-b041-4149-8ea9-5404f31612d1,view,6,1,231.64,0,0,0
439a6da1-2af0-4b95-ab86-5bf357415880,view,5,1,133.08,0,1,0
a8bb34d5-8a8b-4ada-b75d-0a07e35569b7,view,5,1,143.73,0,0,0
77a7c21b-00c0-4ca6-bebc-108dffcf07aa,view,3,1,48.25,0,0,0
f11c9dce-4ac6-4be7-a5cd-262a334578cf,view,2,1,424.62,0,0,0
223f6871-7cec-4c40-9cad-e5bed74cf5d4,view,3,1,16.19,0,0,0
27c9d114-a152-4d60-88dd-55777a31a67d,view,5,1,103.08,0,0,0
f09fc882-2331-4c74-aa05-be6aa9f23da4,view,4,1,29.06,0,1,0
e3bd22fd-fd82-4bdb-ba4c-5a5b1f2b8450,view,3,1,975.57,0,0,0
9e2dde60-e0b3-4c8e-8c0b-7f027ad00da5,view,6,1,178.09,0,0,0
ea07e656-8a0d-480f-8408-ae8c787312cb,view,5,1,1080.72,0,0,0
2b6b4e69-cbd9-491a-b8c2-fb44b953864e,view,4,1,464.08,0,0,0
b3901c7b-b9b8-40f1-88e9-7de822beb35a,view,5,1,89.72,0,0,0
c9e092ca-6a3f-4af6-8c4a-ead55351fd9b,view,3,1,119.18,0,0,0
616d84bf-a370-4f06-a349-31c63d1c0acb,view,5,1,181.21,0,1,0
8dc012ff-a02d-45ea-af54-59e40d4aa44c,view,5,1,957.53,0,0,0
4f2754c6-747c-4f0c-a086-f4c1fbf2ee42,view,5,1,185.71,0,0,0
6cbfabc3-d95d-47de-92c5-def29cb76783,view,4,1,108.09,0,1,0
7ad32872-acdb-4c7e-8163-9af61b40fa90,view,5,1,1415.48,0,0,0
dce52e54-ffc7-440f-ab08-f8fcd11fb56d,view,4,1,6.31,0,1,0
47436ddd-6ea1-4394-a64d-90610dc65f9a,view,5,1,669.0,0,0,0
c2127c71-2735-4cd6-a071-c2656ece57e3,view,4,1,71.79,0,0,0
1d1183db-29a7-49df-9762-1980ff0441fd,view,4,1,117.63,0,1,0
70f6a413-a312-4613-82a8-a712b9778da4,view,5,1,808.27,0,0,0
d01adb8a-1b4c-4998-86d1-2384fe835fc2,view,4,1,110.24,0,0,1
eb686d31-6dcc-40f4-8325-b3731570137c,view,2,1,275.17,0,0,0
973c908c-5459-44b3-b2cd-4f7031075d7f,view,5,1,120.98,1,0,0
7498f8a6-920f-481a-8c7d-3b29fd779607,view,4,1,258.29,0,0,0
8d101cbb-a83d-4ae6-9533-f83722e55ef5,view,2,1,46.03,0,1,0
9e3a661b-f9dc-4cbf-812f-547b00bb541b,view,4,1,33.43,0,0,0
4467d0cb-114e-436d-a47a-afe90ae5a7ec,view,3,1,79.28,0,1,0
e60717aa-b98b-4a7c-b601-0ddf671cba34,view,5,1,46.33,0,1,0
e0d7b57d-d6ec-4807-b5fa-4cdb83c10d0b,view,4,1,898.32,1,1,0
3cfd0e66-6c55-4df5-a315-003580973fe9,view,5,1,464.08,0,0,0
c91cbc28-30a3-4f67-ba9f-36e3747679ca,view,4,1,514.76,0,0,0
2a60a645-1bb0-479e-b5f4-d2aa30117337,view,4,1,16.46,1,1,0
3f2799d0-a777-4abc-a076-d112ff795d5b,view,4,1,197.52,0,0,0
1ecbe5d8-f4e3-4e90-992e-ca5f729335c3,view,5,1,295.49,0,0,0
bf287b8c-5772-45ad-afaa-5c2c658e00c2,view,2,1,153.67,1,1,0
7b6ebe3f-983a-4e01-8737-5125276dfa91,view,3,1,684.68,0,0,0
94c89dfb-d6a2-5ecc-f0ac-eef779672726,view,3,1,174.37,1,0,0
9dd8d39e-6bad-4edf-ba38-eff6dce6964e,view,3,1,50.19,0,0,0
d1954e02-39e7-4f02-8de3-dcd65e07d132,view,5,1,447.89,1,1,0
0f8827a5-1f5c-46e7-81a9-d14adfee0df4,view,4,1,344.9,0,0,0
d97220e7-b293-476d-b837-9c1394474e37,view,4,1,7.85,0,0,0
fa6fdbef-4cfa-4316-8856-0f6d3662e44d,view,5,1,141.32,0,0,0
fdd5d4d8-c94e-4a84-8007-5a9cfd4c547c,view,3,1,36.55,0,1,0
b5baddd6-1575-43c7-bbcd-c5e8a936ddb6,view,4,1,975.57,0,0,0
d2344095-e774-4944-8a89-070beff8844c,view,5,1,174.75,0,0,0
82c43249-0230-4751-815a-2148ed1ac2f9,view,3,1,28.03,0,0,0
d66f7686-2bc1-445c-bbda-c924e9c15257,view,3,1,82.37,0,1,0
5d3938e2-923f-4b2c-b978-62643d09c4c7,view,2,1,197.55,0,0,0
